ticket_id,created_date,ticket_text,product_name,product_segment,ticket_category,priority,sentiment,confidence_score,escalated,resolution_text,resolved_date,resolution_days,auto_resolved,customer_satisfaction_score
TKT104471,2023-07-10,I need a refund for my decorative lamp (order #ORD6609836) as I accidentally ordered duplicate.,decorative lamp,Home & Kitchen,Refund & Return,Low,Neutral,0.9,No,Return pickup scheduled for next business day. Refund post quality check.,2023-07-12,2,Yes,5
TKT104472,2024-06-13,I paid for express delivery on my wallet order #ORD8039371 but it's been 7 days. Refund delivery charge.,wallet,Fashion,Delivery Issue,Medium,Neutral,0.7,No,Express delivery charge refunded. Ticket closed after confirmation.,2024-06-17,4,No,3
TKT104473,2023-12-31,Product images for dry fruits pack are not loading on the app. Showing broken icons.,dry fruits pack,Grocery & Health,App & Website Issue,Low,Positive,0.68,No,Bug reported to tech team. Workaround shared with customer.,2024-01-05,5,No,5
TKT104474,2023-09-12,Package for order #ORD1890425 containing microwave oven was left outside and appears to have been stolen.,microwave oven,Electronics,Delivery Issue,High,Negative,0.94,No,Express delivery charge refunded. Ticket closed after confirmation.,2023-09-16,4,No,2
TKT104475,2023-05-27,Package for order #ORD5041651 containing photo frame was left outside and appears to have been stolen.,photo frame,Home & Kitchen,Delivery Issue,High,Very Negative,0.97,No,Express delivery charge refunded. Ticket closed after confirmation.,2023-05-28,1,No,3
TKT104476,2024-11-29,I need a refund for my turmeric powder (order #ORD9791997) as I accidentally ordered duplicate.,turmeric powder,Grocery & Health,Refund & Return,Low,Positive,0.71,No,Accidental order refund approved. Amount credited within 2 days.,2024-11-30,1,No,5
TKT104477,2023-12-15,The ethnic wear I ordered (#ORD7967233) has a different brand name than what was listed. Possible fraud.,ethnic wear,Fashion,Seller & Product Listing,High,Negative,0.7,Yes,Platform mediated the dispute. Refund of ₹3253 issued to customer.,2023-12-22,7,No,1
TKT104478,2024-11-26,EMI option for my action camera (order #ORD3269815) is showing wrong monthly amount. Please correct it.,action camera,Electronics,Payment Issue,High,Negative,0.7,Yes,Wallet deduction of ₹9207 reversed. Correct payment link resent.,2024-11-29,3,No,3
TKT104479,2023-08-27,I received an expired science kit in order #ORD2062230. Expiry date has already passed. Very dangerous.,science kit,Toys & Games,Product Issue,High,Negative,0.74,Yes,Safety concern escalated on priority. Product recalled from customer.,2023-09-01,5,No,4
TKT104480,2024-07-22,Fake reviews on the history textbook I bought misled me into purchasing. Quality is very poor.,history textbook,Books & Education,Seller & Product Listing,Medium,Slightly Negative,0.97,No,Platform mediated the dispute. Refund of ₹3286 issued to customer.,2024-07-23,1,No,3
TKT104481,2024-10-17,My wallet balance was deducted for fitness tracker order #ORD5208672 but order still shows payment pending.,fitness tracker,Sports & Fitness,Payment Issue,Low,Neutral,0.98,No,Coupon issue escalated to promotions team. Manual discount of ₹6247 applied.,2024-10-27,10,Yes,5
TKT104482,2023-11-16,App update broke the order tracking feature. Can't track my action camera order #ORD8733752 anymore.,action camera,Electronics,App & Website Issue,Medium,Neutral,0.88,No,Issue escalated to product team. Scheduled for next sprint fix.,2023-11-21,5,No,3
TKT104483,2024-07-08,I returned my novel via courier as instructed for order #ORD9221175 but the seller claims not received.,novel,Books & Education,Refund & Return,High,Very Negative,0.78,Yes,Refund of ₹5004 approved and will be credited within 3-5 business days.,2024-07-13,5,No,1
TKT104484,2023-05-13,My bluetooth speaker from order #ORD3788283 has developed a defect within the warranty period.,bluetooth speaker,Electronics,Product Issue,High,Negative,0.97,No,Safety concern escalated on priority. Product recalled from customer.,2023-05-20,7,No,3
TKT104485,2024-12-06,All my saved addresses were deleted from my account. I had 14 saved addresses.,kitchen knife set,Home & Kitchen,Account & Login,Medium,Neutral,0.67,No,Blocked account reviewed. Restored after confirming no policy violation.,2024-12-14,8,No,3
TKT104486,2024-10-21,I'm unable to write a review for my washing machine purchase (order #ORD7872202). Form doesn't submit.,washing machine,Electronics,App & Website Issue,Low,Neutral,0.95,No,Bug reported to tech team. Workaround shared with customer.,2024-10-27,6,Yes,4
TKT104487,2023-01-24,My study table from order #ORD1666356 has developed a defect within the warranty period.,study table,Home & Kitchen,Product Issue,High,Very Negative,0.73,Yes,Defect acknowledged. Customer given choice of refund or replacement.,2023-01-27,3,No,2
TKT104488,2024-07-01,My return for novel (order #ORD2915297) was rejected without any reason or explanation.,novel,Books & Education,Refund & Return,High,Negative,0.98,No,Return pickup scheduled for next business day. Refund post quality check.,2024-07-08,7,No,1
TKT104489,2023-01-16,The battery of my hair dryer (order #ORD6794684) drains within 5 hours. Completely defective.,hair dryer,Electronics,Product Issue,High,Very Negative,0.8,Yes,Missing accessory shipped separately at no additional cost.,2023-01-20,4,No,3
TKT104490,2024-09-07,I need a refund for my wall clock (order #ORD7527289) as I accidentally ordered duplicate.,wall clock,Home & Kitchen,Refund & Return,Low,Neutral,0.71,No,Refund credited to store wallet as per customer preference.,2024-09-12,5,No,4
TKT104491,2024-06-18,I paid using net banking for sunglasses but order #ORD6367417 is showing as 'payment failed'.,sunglasses,Fashion,Payment Issue,High,Very Negative,0.97,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2024-06-25,7,No,3
TKT104492,2023-08-29,I have a valid coupon for face serum but it's not applying at checkout. Coupon code: ERR961.,face serum,Beauty & Personal Care,Payment Issue,Low,Neutral,0.85,No,Duplicate payment of ₹8913 refunded to original payment source within 2 days.,2023-09-06,8,No,4
TKT104493,2023-12-02,Seller is refusing to honor the warranty on my air purifier (order #ORD9243160). Claims it was user damage.,air purifier,Electronics,Seller & Product Listing,High,Very Negative,0.67,Yes,Counterfeit complaint forwarded to brand protection and legal team.,2023-12-05,3,No,2
TKT104494,2024-11-05,The mobile app keeps crashing when I try to view my study table cart.,study table,Home & Kitchen,App & Website Issue,Medium,Neutral,0.85,No,App cache clear resolved the issue. Customer guided through fix.,2024-11-08,3,No,4
TKT104495,2023-10-10,I want to return my refrigerator from order #ORD4452394 for a full refund. It does not match the description at all.,refrigerator,Electronics,Refund & Return,Medium,Slightly Negative,0.7,No,Accidental order refund approved. Amount credited within 2 days.,2023-10-17,7,No,3
TKT104496,2024-07-06,My gym wear from order #ORD9195048 was delivered to the wrong address. I can see it on the map.,gym wear,Fashion,Delivery Issue,High,Negative,0.93,No,Redelivery initiated with courier partner. Expected within 2 business days.,2024-07-12,6,No,2
TKT104497,2024-06-05,My moisturizer came in a damaged box (order #ORD7755913). Concerned product quality is affected.,moisturizer,Beauty & Personal Care,Product Issue,Medium,Neutral,0.72,No,Replacement moisturizer dispatched after quality team verification.,2024-06-06,1,No,4
TKT104498,2024-01-18,I paid for express delivery on my hair dryer order #ORD7925211 but it's been 9 days. Refund delivery charge.,hair dryer,Electronics,Delivery Issue,Medium,Neutral,0.69,No,Lost package claim filed. Refund of ₹8207 processed within 5-7 business days.,2024-01-23,5,No,3
TKT104499,2024-03-01,My action figure from order #ORD2430774 has developed a defect within the warranty period.,action figure,Toys & Games,Product Issue,High,Negative,0.97,No,Wrong variant issue confirmed. Correct item dispatched. Return arranged.,2024-03-04,3,No,4
TKT104500,2023-03-07,I want to return my cycling helmet from order #ORD9015352 for a full refund. It does not match the description at all.,cycling helmet,Sports & Fitness,Refund & Return,Medium,Neutral,0.67,No,Duplicate charge of ₹1305 reversed immediately to original payment source.,2023-03-12,5,No,3
TKT104501,2023-07-10,My order #ORD7329227 for winter jacket hasn't arrived yet. It has been 3 days past the expected delivery date. This is unacceptable.,winter jacket,Fashion,Delivery Issue,High,Negative,0.76,Yes,Partial delivery issue resolved. Missing items shipped separately.,2023-07-11,1,No,1
TKT104502,2023-01-03,The ethnic wear in order #ORD2079131 has no warranty card or any documentation included.,ethnic wear,Fashion,Product Issue,Low,Positive,0.76,No,Wrong variant issue confirmed. Correct item dispatched. Return arranged.,2023-01-13,10,No,4
TKT104503,2023-01-26,My face serum return for order #ORD8901324 has been in transit for 14 days. Worried it's lost.,face serum,Beauty & Personal Care,Refund & Return,Medium,Neutral,0.98,No,Refund credited to store wallet as per customer preference.,2023-02-05,10,No,5
TKT104504,2024-11-25,My body lotion came in a damaged box (order #ORD4417442). Concerned product quality is affected.,body lotion,Beauty & Personal Care,Product Issue,Medium,Neutral,0.82,No,Full refund processed. Seller account flagged for quality investigation.,2024-11-28,3,No,3
TKT104505,2024-02-18,I want to exchange my conditioner (order #ORD3260209) for a different size. Exchange option is missing.,conditioner,Beauty & Personal Care,Refund & Return,Low,Neutral,0.72,No,Return pickup scheduled for next business day. Refund post quality check.,2024-02-20,2,No,4
TKT104506,2024-12-25,I initiated a return for kitchen knife set (order #ORD2738018) over a week ago. No pickup has been scheduled yet.,kitchen knife set,Home & Kitchen,Refund & Return,High,Negative,0.88,Yes,Refund of ₹2337 approved and will be credited within 3-5 business days.,2025-01-01,7,No,2
TKT104507,2024-08-31,The battery of my face wash (order #ORD8912527) drains within 8 hours. Completely defective.,face wash,Beauty & Personal Care,Product Issue,High,Negative,0.69,Yes,Missing accessory shipped separately at no additional cost.,2024-09-02,2,No,3
TKT104508,2023-11-24,Buy Now Pay Later option for my UPSC preparation book is not available on checkout despite being eligible.,UPSC preparation book,Books & Education,Payment Issue,Medium,Slightly Negative,0.82,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2023-11-30,6,No,4
TKT104509,2024-10-11,Store credit issued for perfume return (order #ORD7313365) but I wanted cash refund to my bank.,perfume,Beauty & Personal Care,Refund & Return,Medium,Slightly Negative,0.69,No,Quality check review overridden. Refund of ₹2698 processed.,2024-10-13,2,No,4
TKT104510,2023-06-03,Bulk order of smartphone (order #ORD8054188) was fulfilled partially. Seller says rest is out of stock.,smartphone,Electronics,Seller & Product Listing,Medium,Neutral,0.72,No,Partial order issue resolved. Remaining items shipped or refunded.,2023-06-10,7,No,3
TKT104511,2024-09-21,Order #ORD9596753 was marked returned to seller but I never refused the delivery of my handbag.,handbag,Fashion,Delivery Issue,High,Very Negative,0.67,Yes,Partial delivery issue resolved. Missing items shipped separately.,2024-09-25,4,No,2
TKT104512,2024-09-21,Product listing for action figure is completely misleading. The actual product is nothing like the photos.,action figure,Toys & Games,Product Issue,Medium,Slightly Negative,0.95,No,Missing accessory shipped separately at no additional cost.,2024-09-22,1,No,3
TKT104513,2023-08-23,The delivery slot I selected for my bedsheet set order #ORD8475469 was not honored. This is the second rescheduling.,bedsheet set,Home & Kitchen,Delivery Issue,Medium,Slightly Negative,0.81,No,Lost package claim filed. Refund of ₹1873 processed within 5-7 business days.,2023-08-25,2,No,5
TKT104514,2024-08-31,Delivery was done to a neighbor without my consent for order #ORD6949694 (children's storybook).,children's storybook,Books & Education,Delivery Issue,Medium,Slightly Negative,0.77,No,Partial delivery issue resolved. Missing items shipped separately.,2024-09-08,8,No,3
TKT104515,2023-02-05,Delivery partner is not picking up calls for order #ORD5811784. I need to receive my socks urgently.,socks,Fashion,Delivery Issue,High,Negative,0.81,Yes,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2023-02-12,7,No,1
TKT104516,2024-04-25,I received an expired refrigerator in order #ORD7962762. Expiry date has already passed. Very dangerous.,refrigerator,Electronics,Product Issue,High,Negative,0.66,Yes,Used/refurbished item confirmed. Full refund + ₹9640 compensation issued.,2024-04-29,4,No,4
TKT104517,2023-06-03,EMI option for my face wash (order #ORD3746622) is showing wrong monthly amount. Please correct it.,face wash,Beauty & Personal Care,Payment Issue,High,Very Negative,0.98,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2023-06-09,6,No,4
